origin,destination,year,qty
Jamaica,Venezuela (Bolivarian Republic of),2005,111.0
Grenada,Venezuela (Bolivarian Republic of),2005,202.0
Suriname,Venezuela (Bolivarian Republic of),2005,54.0
Dominica,Venezuela (Bolivarian Republic of),2005,4.0
Saint Lucia,Venezuela (Bolivarian Republic of),2005,15.0
Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),2005,108.0
Canada,Venezuela (Bolivarian Republic of),2005,1016.0
Belize,Venezuela (Bolivarian Republic of),2005,17.0
Guyana,Venezuela (Bolivarian Republic of),2005,7511.0
Cuba,Barbados,2005,42.0
Haiti,Barbados,2005,24.0
United States of America,Barbados,2005,1147.0
Trinidad and Tobago,Barbados,2005,1740.0
Jamaica,Barbados,2005,839.0
Grenada,Barbados,2005,518.0
Suriname,Barbados,2005,33.0
Dominica,Barbados,2005,426.0
Saint Lucia,Barbados,2005,2991.0
Antigua and Barbuda,Barbados,2005,225.0
Saint Vincent and the Grenadines,Barbados,2005,3648.0
Bahamas,Barbados,2005,55.0
Saint Kitts and Nevis,Barbados,2005,78.0
Canada,Barbados,2005,721.0
Belize,Barbados,2005,15.0
Guyana,Barbados,2005,4640.0
Cuba,Trinidad and Tobago,2005,42.0
United States of America,Trinidad and Tobago,2005,3757.0
Venezuela (Bolivarian Republic of),Trinidad and Tobago,2005,1516.0
Barbados,Trinidad and Tobago,2005,1688.0
Jamaica,Trinidad and Tobago,2005,856.0
Grenada,Trinidad and Tobago,2005,11973.0
Saint Lucia,Trinidad and Tobago,2005,1047.0
Saint Vincent and the Grenadines,Trinidad and Tobago,2005,8998.0
Canada,Trinidad and Tobago,2005,1016.0
Guyana,Trinidad and Tobago,2005,5649.0
Costa Rica,Jamaica,2005,104.0
Cuba,Jamaica,2005,1879.0
El Salvador,Jamaica,2005,139.0
Guatemala,Jamaica,2005,318.0
Honduras,Jamaica,2005,169.0
Nicaragua,Jamaica,2005,130.0
Panama,Jamaica,2005,78.0
United States of America,Jamaica,2005,6493.0
Barbados,Jamaica,2005,560.0
Trinidad and Tobago,Jamaica,2005,2413.0
Grenada,Jamaica,2005,216.0
Dominica,Jamaica,2005,144.0
Saint Lucia,Jamaica,2005,344.0
Antigua and Barbuda,Jamaica,2005,161.0
Saint Vincent and the Grenadines,Jamaica,2005,236.0
Bahamas,Jamaica,2005,695.0
Saint Kitts and Nevis,Jamaica,2005,101.0
Canada,Jamaica,2005,1378.0
Belize,Jamaica,2005,7.0
Venezuela (Bolivarian Republic of),Grenada,2005,322.0
Barbados,Grenada,2005,168.0
Trinidad and Tobago,Grenada,2005,2075.0
Jamaica,Grenada,2005,109.0
Dominica,Grenada,2005,70.0
Saint Lucia,Grenada,2005,154.0
Antigua and Barbuda,Grenada,2005,36.0
Saint Vincent and the Grenadines,Grenada,2005,357.0
Bahamas,Grenada,2005,28.0
Saint Kitts and Nevis,Grenada,2005,14.0
Canada,Grenada,2005,215.0
Guyana,Grenada,2005,322.0
Brazil,Suriname,2005,3921.0
Guyana,Suriname,2005,9548.0
Cuba,Dominica,2005,8.0
Haiti,Dominica,2005,1071.0
United States of America,Dominica,2005,439.0
Venezuela (Bolivarian Republic of),Dominica,2005,21.0
Barbados,Dominica,2005,117.0
Trinidad and Tobago,Dominica,2005,215.0
Jamaica,Dominica,2005,91.0
Suriname,Dominica,2005,13.0
Saint Lucia,Dominica,2005,198.0
Antigua and Barbuda,Dominica,2005,357.0
Saint Vincent and the Grenadines,Dominica,2005,88.0
Bahamas,Dominica,2005,8.0
Saint Kitts and Nevis,Dominica,2005,44.0
Canada,Dominica,2005,129.0
Guyana,Dominica,2005,133.0
Brazil,Saint Lucia,2005,10.0
Cuba,Saint Lucia,2005,21.0
Dominican Republic,Saint Lucia,2005,43.0
Guatemala,Saint Lucia,2005,4.0
Mexico,Saint Lucia,2005,8.0
Panama,Saint Lucia,2005,25.0
United States of America,Saint Lucia,2005,595.0
Venezuela (Bolivarian Republic of),Saint Lucia,2005,57.0
Barbados,Saint Lucia,2005,698.0
Trinidad and Tobago,Saint Lucia,2005,700.0
Jamaica,Saint Lucia,2005,167.0
Grenada,Saint Lucia,2005,143.0
Suriname,Saint Lucia,2005,38.0
Dominica,Saint Lucia,2005,206.0
Antigua and Barbuda,Saint Lucia,2005,105.0
Saint Vincent and the Grenadines,Saint Lucia,2005,391.0
Bahamas,Saint Lucia,2005,12.0
Saint Kitts and Nevis,Saint Lucia,2005,39.0
Canada,Saint Lucia,2005,230.0
Belize,Saint Lucia,2005,1.0
Guyana,Saint Lucia,2005,1772.0
Cuba,Antigua and Barbuda,2005,18.0
Dominican Republic,Antigua and Barbuda,2005,1572.0
Haiti,Antigua and Barbuda,2005,29.0
Honduras,Antigua and Barbuda,2005,7.0
Mexico,Antigua and Barbuda,2005,5.0
United States of America,Antigua and Barbuda,2005,2313.0
Venezuela (Bolivarian Republic of),Antigua and Barbuda,2005,35.0
Barbados,Antigua and Barbuda,2005,266.0
Trinidad and Tobago,Antigua and Barbuda,2005,634.0
Jamaica,Antigua and Barbuda,2005,3515.0
Grenada,Antigua and Barbuda,2005,170.0
Suriname,Antigua and Barbuda,2005,40.0
Dominica,Antigua and Barbuda,2005,4180.0
Saint Lucia,Antigua and Barbuda,2005,596.0
Saint Vincent and the Grenadines,Antigua and Barbuda,2005,809.0
Bahamas,Antigua and Barbuda,2005,2.0
Saint Kitts and Nevis,Antigua and Barbuda,2005,420.0
Canada,Antigua and Barbuda,2005,382.0
Belize,Antigua and Barbuda,2005,12.0
Guyana,Antigua and Barbuda,2005,5702.0
United States of America,Saint Vincent and the Grenadines,2005,325.0
Barbados,Saint Vincent and the Grenadines,2005,334.0
Trinidad and Tobago,Saint Vincent and the Grenadines,2005,925.0
Jamaica,Saint Vincent and the Grenadines,2005,121.0
Grenada,Saint Vincent and the Grenadines,2005,416.0
Dominica,Saint Vincent and the Grenadines,2005,82.0
Saint Lucia,Saint Vincent and the Grenadines,2005,228.0
Antigua and Barbuda,Saint Vincent and the Grenadines,2005,56.0
Saint Kitts and Nevis,Saint Vincent and the Grenadines,2005,37.0
Canada,Saint Vincent and the Grenadines,2005,157.0
Guyana,Saint Vincent and the Grenadines,2005,234.0
Argentina,Bahamas,2005,56.0
Brazil,Bahamas,2005,80.0
Chile,Bahamas,2005,20.0
Colombia,Bahamas,2005,106.0
Costa Rica,Bahamas,2005,58.0
Cuba,Bahamas,2005,240.0
Dominican Republic,Bahamas,2005,177.0
Ecuador,Bahamas,2005,28.0
El Salvador,Bahamas,2005,36.0
Guatemala,Bahamas,2005,21.0
Haiti,Bahamas,2005,23047.0
Honduras,Bahamas,2005,27.0
Mexico,Bahamas,2005,103.0
Nicaragua,Bahamas,2005,8.0
Panama,Bahamas,2005,31.0
Peru,Bahamas,2005,165.0
United States of America,Bahamas,2005,6587.0
Uruguay,Bahamas,2005,9.0
Venezuela (Bolivarian Republic of),Bahamas,2005,26.0
Barbados,Bahamas,2005,164.0
Trinidad and Tobago,Bahamas,2005,341.0
Jamaica,Bahamas,2005,5349.0
Grenada,Bahamas,2005,28.0
Dominica,Bahamas,2005,58.0
Saint Lucia,Bahamas,2005,65.0
Antigua and Barbuda,Bahamas,2005,11.0
Saint Vincent and the Grenadines,Bahamas,2005,30.0
Saint Kitts and Nevis,Bahamas,2005,22.0
Canada,Bahamas,2005,1399.0
Belize,Bahamas,2005,27.0
Guyana,Bahamas,2005,957.0
Barbados,Saint Kitts and Nevis,2005,87.0
Trinidad and Tobago,Saint Kitts and Nevis,2005,239.0
Jamaica,Saint Kitts and Nevis,2005,128.0
Grenada,Saint Kitts and Nevis,2005,52.0
Dominica,Saint Kitts and Nevis,2005,180.0
Saint Lucia,Saint Kitts and Nevis,2005,93.0
Antigua and Barbuda,Saint Kitts and Nevis,2005,363.0
Saint Vincent and the Grenadines,Saint Kitts and Nevis,2005,152.0
Bahamas,Saint Kitts and Nevis,2005,19.0
Guyana,Saint Kitts and Nevis,2005,697.0
Argentina,Canada,2005,15923.0
Bolivia (Plurinational State of),Canada,2005,3625.0
Brazil,Canada,2005,19215.0
Chile,Canada,2005,24756.0
Colombia,Canada,2005,39330.0
Costa Rica,Canada,2005,3416.0
Cuba,Canada,2005,9129.0
Dominican Republic,Canada,2005,6737.0
Ecuador,Canada,2005,12238.0
El Salvador,Canada,2005,39970.0
Guatemala,Canada,2005,14401.0
Haiti,Canada,2005,66504.0
Honduras,Canada,2005,5243.0
Mexico,Canada,2005,61186.0
Nicaragua,Canada,2005,8894.0
Panama,Canada,2005,2458.0
Paraguay,Canada,2005,6040.0
Peru,Canada,2005,21778.0
United States of America,Canada,2005,273338.0
Uruguay,Canada,2005,6280.0
Venezuela (Bolivarian Republic of),Canada,2005,12434.0
Barbados,Canada,2005,14688.0
Trinidad and Tobago,Canada,2005,63760.0
Jamaica,Canada,2005,119447.0
Grenada,Canada,2005,9321.0
Suriname,Canada,2005,835.0
Dominica,Canada,2005,2818.0
Saint Lucia,Canada,2005,4135.0
Antigua and Barbuda,Canada,2005,2285.0
Saint Vincent and the Grenadines,Canada,2005,10317.0
Bahamas,Canada,2005,1556.0
Saint Kitts and Nevis,Canada,2005,2192.0
Belize,Canada,2005,1604.0
Guyana,Canada,2005,82392.0
El Salvador,Belize,2005,7059.0
Guatemala,Belize,2005,18022.0
Haiti,Belize,2005,42.0
Honduras,Belize,2005,6375.0
Mexico,Belize,2005,2764.0
United States of America,Belize,2005,2694.0
Jamaica,Belize,2005,412.0
Canada,Belize,2005,596.0
Brazil,Guyana,2005,1448.0
United States of America,Guyana,2005,852.0
Venezuela (Bolivarian Republic of),Guyana,2005,1424.0
Barbados,Guyana,2005,223.0
Trinidad and Tobago,Guyana,2005,591.0
Jamaica,Guyana,2005,209.0
Grenada,Guyana,2005,137.0
Suriname,Guyana,2005,3117.0
Dominica,Guyana,2005,31.0
Saint Lucia,Guyana,2005,226.0
Antigua and Barbuda,Guyana,2005,13.0
Saint Vincent and the Grenadines,Guyana,2005,260.0
Bahamas,Guyana,2005,11.0
Canada,Guyana,2005,272.0
Bolivia (Plurinational State of),Argentina,2010,363142.0
Brazil,Argentina,2010,42283.0
Chile,Argentina,2010,184687.0
Colombia,Argentina,2010,1722.0
Costa Rica,Argentina,2010,123.0
Cuba,Argentina,2010,1102.0
Dominican Republic,Argentina,2010,682.0
Ecuador,Argentina,2010,952.0
El Salvador,Argentina,2010,73.0
Guatemala,Argentina,2010,96.0
Haiti,Argentina,2010,41.0
Honduras,Argentina,2010,66.0
Mexico,Argentina,2010,1445.0
Nicaragua,Argentina,2010,91.0
Panama,Argentina,2010,160.0
Paraguay,Argentina,2010,588452.0
Peru,Argentina,2010,169262.0
United States of America,Argentina,2010,4450.0
Uruguay,Argentina,2010,115039.0
Venezuela (Bolivarian Republic of),Argentina,2010,1236.0
Barbados,Argentina,2010,7.0
Trinidad and Tobago,Argentina,2010,34.0
Jamaica,Argentina,2010,11.0
Grenada,Argentina,2010,11.0
Suriname,Argentina,2010,5.0
Dominica,Argentina,2010,4.0
Canada,Argentina,2010,528.0
Belize,Argentina,2010,6.0
Argentina,Bolivia (Plurinational State of),2010,36671.0
Brazil,Bolivia (Plurinational State of),2010,22066.0
Chile,Bolivia (Plurinational State of),2010,4063.0
Colombia,Bolivia (Plurinational State of),2010,2546.0
Costa Rica,Bolivia (Plurinational State of),2010,125.0
Cuba,Bolivia (Plurinational State of),2010,1520.0
Dominican Republic,Bolivia (Plurinational State of),2010,100.0
Ecuador,Bolivia (Plurinational State of),2010,861.0
El Salvador,Bolivia (Plurinational State of),2010,109.0
Guatemala,Bolivia (Plurinational State of),2010,122.0
Haiti,Bolivia (Plurinational State of),2010,13.0
Honduras,Bolivia (Plurinational State of),2010,198.0
Mexico,Bolivia (Plurinational State of),2010,8179.0
Nicaragua,Bolivia (Plurinational State of),2010,95.0
Panama,Bolivia (Plurinational State of),2010,94.0
Paraguay,Bolivia (Plurinational State of),2010,3681.0
Peru,Bolivia (Plurinational State of),2010,9691.0
United States of America,Bolivia (Plurinational State of),2010,4206.0
Uruguay,Bolivia (Plurinational State of),2010,437.0
Venezuela (Bolivarian Republic of),Bolivia (Plurinational State of),2010,664.0
Barbados,Bolivia (Plurinational State of),2010,0.0
Trinidad and Tobago,Bolivia (Plurinational State of),2010,4.0
Jamaica,Bolivia (Plurinational State of),2010,6.0
Grenada,Bolivia (Plurinational State of),2010,0.0
Suriname,Bolivia (Plurinational State of),2010,0.0
Dominica,Bolivia (Plurinational State of),2010,3.0
Antigua and Barbuda,Bolivia (Plurinational State of),2010,0.0
Bahamas,Bolivia (Plurinational State of),2010,0.0
Saint Kitts and Nevis,Bolivia (Plurinational State of),2010,0.0
Canada,Bolivia (Plurinational State of),2010,1185.0
Belize,Bolivia (Plurinational State of),2010,777.0
Guyana,Bolivia (Plurinational State of),2010,4.0
Argentina,Brazil,2010,28815.0
Bolivia (Plurinational State of),Brazil,2010,38479.0
Chile,Brazil,2010,15298.0
Colombia,Brazil,2010,6792.0
Costa Rica,Brazil,2010,383.0
Cuba,Brazil,2010,2059.0
Dominican Republic,Brazil,2010,309.0
Ecuador,Brazil,2010,1715.0
El Salvador,Brazil,2010,226.0
Guatemala,Brazil,2010,289.0
Haiti,Brazil,2010,54.0
Honduras,Brazil,2010,125.0
Mexico,Brazil,2010,2656.0
Nicaragua,Brazil,2010,364.0
Panama,Brazil,2010,516.0
Paraguay,Brazil,2010,38911.0
Peru,Brazil,2010,14890.0
United States of America,Brazil,2010,23308.0
Uruguay,Brazil,2010,23840.0
Venezuela (Bolivarian Republic of),Brazil,2010,2844.0
Barbados,Brazil,2010,27.0
Trinidad and Tobago,Brazil,2010,186.0
Jamaica,Brazil,2010,137.0
Grenada,Brazil,2010,26.0
Suriname,Brazil,2010,270.0
Dominica,Brazil,2010,21.0
Saint Lucia,Brazil,2010,144.0
Saint Vincent and the Grenadines,Brazil,2010,29.0
Bahamas,Brazil,2010,15.0
Saint Kitts and Nevis,Brazil,2010,30.0
Canada,Brazil,2010,1573.0
Belize,Brazil,2010,5.0
Guyana,Brazil,2010,1880.0
Argentina,Chile,2010,68235.0
Bolivia (Plurinational State of),Chile,2010,27728.0
Brazil,Chile,2010,11100.0
Colombia,Chile,2010,15882.0
Costa Rica,Chile,2010,283.0
Cuba,Chile,2010,1856.0
Dominican Republic,Chile,2010,169.0
Ecuador,Chile,2010,22016.0
El Salvador,Chile,2010,142.0
Guatemala,Chile,2010,138.0
Haiti,Chile,2010,28.0
Honduras,Chile,2010,146.0
Mexico,Chile,2010,1058.0
Nicaragua,Chile,2010,146.0
Panama,Chile,2010,313.0
Paraguay,Chile,2010,746.0
Peru,Chile,2010,152768.0
United States of America,Chile,2010,4902.0
Uruguay,Chile,2010,1392.0
Venezuela (Bolivarian Republic of),Chile,2010,2514.0
Barbados,Chile,2010,2.0
Trinidad and Tobago,Chile,2010,7.0
Jamaica,Chile,2010,13.0
Grenada,Chile,2010,3.0
Suriname,Chile,2010,2.0
Dominica,Chile,2010,18.0
Saint Lucia,Chile,2010,37.0
Antigua and Barbuda,Chile,2010,8.0
Saint Vincent and the Grenadines,Chile,2010,3.0
Bahamas,Chile,2010,1.0
Saint Kitts and Nevis,Chile,2010,8.0
Canada,Chile,2010,1125.0
Belize,Chile,2010,1.0
Guyana,Chile,2010,9.0
Argentina,Colombia,2010,2986.0
Bolivia (Plurinational State of),Colombia,2010,764.0
Brazil,Colombia,2010,2181.0
Chile,Colombia,2010,1889.0
Costa Rica,Colombia,2010,986.0
Cuba,Colombia,2010,1699.0
Dominican Republic,Colombia,2010,359.0
Ecuador,Colombia,2010,13284.0
El Salvador,Colombia,2010,358.0
Guatemala,Colombia,2010,429.0
Haiti,Colombia,2010,108.0
Honduras,Colombia,2010,329.0
Mexico,Colombia,2010,2664.0
Nicaragua,Colombia,2010,535.0
Panama,Colombia,2010,1929.0
Paraguay,Colombia,2010,202.0
Peru,Colombia,2010,4708.0
United States of America,Colombia,2010,17587.0
Uruguay,Colombia,2010,406.0
Venezuela (Bolivarian Republic of),Colombia,2010,43511.0
Trinidad and Tobago,Colombia,2010,35.0
Jamaica,Colombia,2010,56.0
Dominica,Colombia,2010,46.0
Antigua and Barbuda,Colombia,2010,37.0
Canada,Colombia,2010,919.0
Guyana,Colombia,2010,18.0
Argentina,Costa Rica,2010,1446.0
Bolivia (Plurinational State of),Costa Rica,2010,364.0
Brazil,Costa Rica,2010,536.0
Chile,Costa Rica,2010,1713.0
Colombia,Costa Rica,2010,20945.0
Cuba,Costa Rica,2010,5669.0
Dominican Republic,Costa Rica,2010,1082.0
Ecuador,Costa Rica,2010,1253.0
El Salvador,Costa Rica,2010,13688.0
Guatemala,Costa Rica,2010,2620.0
Haiti,Costa Rica,2010,70.0
Honduras,Costa Rica,2010,3865.0
Mexico,Costa Rica,2010,3053.0
Nicaragua,Costa Rica,2010,287766.0
Panama,Costa Rica,2010,11250.0
Paraguay,Costa Rica,2010,82.0
Peru,Costa Rica,2010,3726.0
United States of America,Costa Rica,2010,12480.0
Uruguay,Costa Rica,2010,309.0
Venezuela (Bolivarian Republic of),Costa Rica,2010,1360.0
Barbados,Costa Rica,2010,11.0
Trinidad and Tobago,Costa Rica,2010,34.0
Jamaica,Costa Rica,2010,214.0
Grenada,Costa Rica,2010,8.0
Suriname,Costa Rica,2010,20.0
Dominica,Costa Rica,2010,5.0
Saint Lucia,Costa Rica,2010,1.0
Saint Vincent and the Grenadines,Costa Rica,2010,1.0
Bahamas,Costa Rica,2010,12.0
Saint Kitts and Nevis,Costa Rica,2010,1.0
Canada,Costa Rica,2010,1387.0
Belize,Costa Rica,2010,137.0
Guyana,Costa Rica,2010,28.0
Argentina,Cuba,2010,174.0
Bolivia (Plurinational State of),Cuba,2010,60.0
Chile,Cuba,2010,184.0
Colombia,Cuba,2010,166.0
Dominican Republic,Cuba,2010,125.0
Ecuador,Cuba,2010,63.0
Guatemala,Cuba,2010,71.0
Haiti,Cuba,2010,969.0
Mexico,Cuba,2010,417.0
Nicaragua,Cuba,2010,280.0
Panama,Cuba,2010,86.0
Peru,Cuba,2010,89.0
United States of America,Cuba,2010,556.0
Venezuela (Bolivarian Republic of),Cuba,2010,202.0
Jamaica,Cuba,2010,307.0
Grenada,Cuba,2010,84.0
Canada,Cuba,2010,63.0
Argentina,Dominican Republic,2010,1015.0
Bolivia (Plurinational State of),Dominican Republic,2010,162.0
Brazil,Dominican Republic,2010,611.0
Chile,Dominican Republic,2010,600.0
Colombia,Dominican Republic,2010,3416.0
Costa Rica,Dominican Republic,2010,291.0
Cuba,Dominican Republic,2010,3639.0
Ecuador,Dominican Republic,2010,551.0
El Salvador,Dominican Republic,2010,253.0
Guatemala,Dominican Republic,2010,406.0
Haiti,Dominican Republic,2010,311969.0
Honduras,Dominican Republic,2010,402.0
Mexico,Dominican Republic,2010,1419.0
Nicaragua,Dominican Republic,2010,277.0
Panama,Dominican Republic,2010,717.0
Paraguay,Dominican Republic,2010,24.0
Peru,Dominican Republic,2010,1353.0
United States of America,Dominican Republic,2010,24457.0
Uruguay,Dominican Republic,2010,173.0
Venezuela (Bolivarian Republic of),Dominican Republic,2010,5132.0
Trinidad and Tobago,Dominican Republic,2010,22.0
Jamaica,Dominican Republic,2010,126.0
Suriname,Dominican Republic,2010,26.0
Dominica,Dominican Republic,2010,14.0
Antigua and Barbuda,Dominican Republic,2010,170.0
Bahamas,Dominican Republic,2010,37.0
Saint Kitts and Nevis,Dominican Republic,2010,130.0
Canada,Dominican Republic,2010,1152.0
Guyana,Dominican Republic,2010,22.0
Argentina,Ecuador,2010,3712.0
Bolivia (Plurinational State of),Ecuador,2010,1051.0
Brazil,Ecuador,2010,1825.0
Chile,Ecuador,2010,7797.0
Colombia,Ecuador,2010,192805.0
Costa Rica,Ecuador,2010,645.0
Cuba,Ecuador,2010,2059.0
Dominican Republic,Ecuador,2010,243.0
El Salvador,Ecuador,2010,359.0
Guatemala,Ecuador,2010,296.0
Haiti,Ecuador,2010,66.0
Honduras,Ecuador,2010,323.0
Mexico,Ecuador,2010,1553.0
Nicaragua,Ecuador,2010,270.0
Panama,Ecuador,2010,663.0
Paraguay,Ecuador,2010,167.0
Peru,Ecuador,2010,9422.0
United States of America,Ecuador,2010,18426.0
Uruguay,Ecuador,2010,659.0
Venezuela (Bolivarian Republic of),Ecuador,2010,6120.0
Trinidad and Tobago,Ecuador,2010,31.0
Jamaica,Ecuador,2010,26.0
Bahamas,Ecuador,2010,33.0
Canada,Ecuador,2010,1610.0
Argentina,El Salvador,2010,207.0
Bolivia (Plurinational State of),El Salvador,2010,51.0
Brazil,El Salvador,2010,232.0
Chile,El Salvador,2010,220.0
Colombia,El Salvador,2010,553.0
Costa Rica,El Salvador,2010,840.0
Cuba,El Salvador,2010,123.0
Dominican Republic,El Salvador,2010,69.0
Ecuador,El Salvador,2010,118.0
Guatemala,El Salvador,2010,8521.0
Honduras,El Salvador,2010,11198.0
Mexico,El Salvador,2010,1644.0
Nicaragua,El Salvador,2010,7502.0
Panama,El Salvador,2010,433.0
Paraguay,El Salvador,2010,11.0
Peru,El Salvador,2010,224.0
United States of America,El Salvador,2010,5176.0
Uruguay,El Salvador,2010,72.0
Venezuela (Bolivarian Republic of),El Salvador,2010,232.0
Barbados,El Salvador,2010,38.0
Jamaica,El Salvador,2010,10.0
Canada,El Salvador,2010,235.0
Belize,El Salvador,2010,325.0
Argentina,Guatemala,2010,482.0
Bolivia (Plurinational State of),Guatemala,2010,118.0
Brazil,Guatemala,2010,209.0
Chile,Guatemala,2010,262.0
Colombia,Guatemala,2010,1005.0
Costa Rica,Guatemala,2010,1010.0
Cuba,Guatemala,2010,574.0
Dominican Republic,Guatemala,2010,95.0
Ecuador,Guatemala,2010,145.0
El Salvador,Guatemala,2010,16691.0
Haiti,Guatemala,2010,12.0
Honduras,Guatemala,2010,7292.0
Mexico,Guatemala,2010,15250.0
Nicaragua,Guatemala,2010,7443.0
Panama,Guatemala,2010,261.0
Paraguay,Guatemala,2010,51.0
Peru,Guatemala,2010,397.0
United States of America,Guatemala,2010,7514.0
Uruguay,Guatemala,2010,122.0
Venezuela (Bolivarian Republic of),Guatemala,2010,246.0
Canada,Guatemala,2010,345.0
Belize,Guatemala,2010,796.0
Argentina,Haiti,2010,856.0
Chile,Haiti,2010,613.0
Colombia,Haiti,2010,1523.0
Costa Rica,Haiti,2010,504.0
Cuba,Haiti,2010,2213.0
Dominican Republic,Haiti,2010,4426.0
Mexico,Haiti,2010,563.0
Peru,Haiti,2010,646.0
United States of America,Haiti,2010,2956.0
Uruguay,Haiti,2010,527.0
Venezuela (Bolivarian Republic of),Haiti,2010,4616.0
Canada,Haiti,2010,1156.0
Argentina,Honduras,2010,136.0
Bolivia (Plurinational State of),Honduras,2010,105.0
Brazil,Honduras,2010,169.0
Chile,Honduras,2010,221.0
Colombia,Honduras,2010,618.0
Costa Rica,Honduras,2010,613.0
Cuba,Honduras,2010,436.0
Dominican Republic,Honduras,2010,96.0
Ecuador,Honduras,2010,328.0
El Salvador,Honduras,2010,6303.0
Guatemala,Honduras,2010,3280.0
Haiti,Honduras,2010,31.0
Mexico,Honduras,2010,1116.0
Nicaragua,Honduras,2010,5530.0
Panama,Honduras,2010,284.0
Paraguay,Honduras,2010,25.0
Peru,Honduras,2010,274.0
United States of America,Honduras,2010,4851.0
Uruguay,Honduras,2010,48.0
Venezuela (Bolivarian Republic of),Honduras,2010,73.0
Jamaica,Honduras,2010,19.0
Canada,Honduras,2010,249.0
Belize,Honduras,2010,260.0
Argentina,Mexico,2010,14171.0
Bolivia (Plurinational State of),Mexico,2010,1988.0
Brazil,Mexico,2010,4532.0
Chile,Mexico,2010,5267.0
Colombia,Mexico,2010,13259.0
Costa Rica,Mexico,2010,2482.0
Cuba,Mexico,2010,11822.0
Dominican Republic,Mexico,2010,1603.0
Ecuador,Mexico,2010,2201.0
El Salvador,Mexico,2010,8864.0
Guatemala,Mexico,2010,32888.0
Haiti,Mexico,2010,940.0
Honduras,Mexico,2010,9980.0
Nicaragua,Mexico,2010,3572.0
Panama,Mexico,2010,1766.0
Paraguay,Mexico,2010,506.0
Peru,Mexico,2010,5886.0
United States of America,Mexico,2010,741918.0
Uruguay,Mexico,2010,2371.0
Venezuela (Bolivarian Republic of),Mexico,2010,10786.0
Trinidad and Tobago,Mexico,2010,27.0
Jamaica,Mexico,2010,126.0
Canada,Mexico,2010,10208.0
Belize,Mexico,2010,2312.0
Argentina,Nicaragua,2010,251.0
Bolivia (Plurinational State of),Nicaragua,2010,60.0
Brazil,Nicaragua,2010,114.0
Chile,Nicaragua,2010,117.0
Colombia,Nicaragua,2010,415.0
Costa Rica,Nicaragua,2010,9989.0
Cuba,Nicaragua,2010,873.0
Dominican Republic,Nicaragua,2010,64.0
Ecuador,Nicaragua,2010,103.0
El Salvador,Nicaragua,2010,2267.0
Guatemala,Nicaragua,2010,1634.0
Haiti,Nicaragua,2010,22.0
Honduras,Nicaragua,2010,11534.0
Mexico,Nicaragua,2010,785.0
Panama,Nicaragua,2010,376.0
Peru,Nicaragua,2010,212.0
United States of America,Nicaragua,2010,3298.0
Uruguay,Nicaragua,2010,36.0
Venezuela (Bolivarian Republic of),Nicaragua,2010,148.0
Jamaica,Nicaragua,2010,19.0
Antigua and Barbuda,Nicaragua,2010,111.0
Bahamas,Nicaragua,2010,78.0
Canada,Nicaragua,2010,234.0
Belize,Nicaragua,2010,23.0
Argentina,Panama,2010,2172.0
Bolivia (Plurinational State of),Panama,2010,386.0
Brazil,Panama,2010,1704.0
Chile,Panama,2010,1544.0
Colombia,Panama,2010,47046.0
Costa Rica,Panama,2010,6608.0
Cuba,Panama,2010,2405.0
Dominican Republic,Panama,2010,6893.0
Ecuador,Panama,2010,2275.0
El Salvador,Panama,2010,2747.0
Guatemala,Panama,2010,1367.0
Haiti,Panama,2010,461.0
Honduras,Panama,2010,1280.0
Mexico,Panama,2010,4114.0
Nicaragua,Panama,2010,10998.0
Paraguay,Panama,2010,103.0
Peru,Panama,2010,3654.0
United States of America,Panama,2010,11956.0
Uruguay,Panama,2010,648.0
Venezuela (Bolivarian Republic of),Panama,2010,8415.0
Barbados,Panama,2010,28.0
Trinidad and Tobago,Panama,2010,101.0
Jamaica,Panama,2010,593.0
Grenada,Panama,2010,22.0
Dominica,Panama,2010,49.0
Canada,Panama,2010,1540.0
Belize,Panama,2010,73.0
Guyana,Panama,2010,41.0
Argentina,Paraguay,2010,58456.0
Bolivia (Plurinational State of),Paraguay,2010,1034.0
Brazil,Paraguay,2010,75523.0
Chile,Paraguay,2010,2161.0
Mexico,Paraguay,2010,1645.0
United States of America,Paraguay,2010,1615.0
Uruguay,Paraguay,2010,2997.0
Canada,Paraguay,2010,2337.0
Argentina,Peru,2010,10503.0
Bolivia (Plurinational State of),Peru,2010,5293.0
Brazil,Peru,2010,4495.0
Chile,Peru,2010,6644.0
Colombia,Peru,2010,5492.0
Costa Rica,Peru,2010,312.0
Cuba,Peru,2010,838.0
Dominican Republic,Peru,2010,168.0
Ecuador,Peru,2010,3691.0
El Salvador,Peru,2010,100.0
Guatemala,Peru,2010,151.0
Haiti,Peru,2010,46.0
Honduras,Peru,2010,153.0
Mexico,Peru,2010,1380.0
Nicaragua,Peru,2010,149.0
Panama,Peru,2010,319.0
Paraguay,Peru,2010,505.0
United States of America,Peru,2010,9115.0
Uruguay,Peru,2010,567.0
Venezuela (Bolivarian Republic of),Peru,2010,2995.0
Saint Vincent and the Grenadines,Peru,2010,21.0
Canada,Peru,2010,1132.0
Argentina,United States of America,2010,173385.0
Bolivia (Plurinational State of),United States of America,2010,77044.0
Brazil,United States of America,2010,335505.0
Chile,United States of America,2010,90964.0
Colombia,United States of America,2010,625906.0
